urn,local_authority,school,postcode,easting,northing,lsoa,type,phase,no2_avg_2013,above_40_2013,no2_avg_2016,above_40_2016
140683,Croydon,Winterbourne Boys' Academy,CR7 7QT,531246,168384,E01000995,Academy sponsor led,Primary,33.4,No,33.4,No
140686,Camden,Kings Cross Academy,N1C 4BT,529992,183696,E01000953,Academy sponsor led,Primary,40.2,Yes,41.6,Yes
140687,Barking and Dagenham,Dorothy Barley Junior Academy,RM8 2NB,546744,185292,E01000073,Academy sponsor led,Primary,31.3,No,32.4,No
140710,Bexley,Days Lane Primary School,DA15 8JU,545899,174138,E01000343,Academy converter,Primary,29.2,No,30.3,No
140717,Croydon,Fairchildes Primary School,CR0 0AH,539271,161391,E01001081,Academy converter,Primary,25.4,No,26,No
140718,Hounslow,Oak Hill Academy,TW13 4QP,509695,172161,E01002601,Academy converter,Primary,33.3,No,33.1,No
140729,Bromley,Keston Church of England Primary School,BR2 6BN,541578,164419,E01000666,Academy converter,Primary,25.5,No,26.6,No
140748,Hillingdon,Ruislip High School,HA4 0BY,510448,186302,E01002466,Academy converter,Secondary,29.5,No,30.7,No
140752,Bromley,Scotts Park Primary School,BR1 2PR,541307,169936,E01000653,Academy converter,Primary,30.2,No,31.1,No
140795,Waltham Forest,Whitefield Schools,E17 4AZ,538491,190298,E01004348,Academy special converter,Not applicable,33.0,No,34.4,No
140796,Brent,Woodfield School,NW9 7LY,521103,187332,E01000624,Academy special converter,Not applicable,32.8,No,34.7,No
140806,Westminster,Beachcroft AP Academy,NW8 0NW,526499,183432,E01004649,Academy alternative provision converter,Not applicable,44.8,Yes,44,Yes
140807,Kensington and Chelsea,Latimer AP Academy,W10 6TT,523612,180946,E01002877,Academy alternative provision converter,Not applicable,54.9,Yes,49.8,Yes
140811,Hammersmith and Fulham,Earl's Court Free School Primary,W6 0LB,522891,178876,E01001899,Free schools,Primary,41.3,Yes,40.5,Yes
140818,Havering,Drapers' Brookside Junior School,RM3 9DJ,554091,192337,E01002278,Academy sponsor led,Primary,25.8,No,26.8,No
140833,Brent,Gladstone Park Primary School,NW10 1LB,522742,185142,E01000505,Academy sponsor led,Primary,35.9,No,37.5,No
140840,Croydon,Broadmead Primary School,CR0 2EA,532913,167136,E01001109,Academy sponsor led,Primary,34.9,No,34.7,No
140841,Croydon,Rowdown Primary School,CR0 0EG,538826,162187,E01001076,Academy sponsor led,Primary,25.5,No,26.3,No
140862,Brent,Michaela Community School,HA9 0UU,519395,186276,E01000615,Free schools,Secondary,37.4,No,37.9,No
140884,Westminster,Marylebone Boys' School,W2 1QZ,526591,181571,E01033594,Free schools,Secondary,39.1,No,39.9,No
140907,Lambeth,Park Campus Academy,SE27 9NP,532327,171620,E01003066,Academy alternative provision converter,Not applicable,34.6,No,35.3,No
140908,Lambeth,Kennington Park Academy,SE11 4AX,531571,177681,E01003099,Academy alternative provision converter,Not applicable,41.7,Yes,42.1,Yes
140934,Bromley,Harris Primary Academy Beckenham,BR3 3SJ,537242,168645,E01000770,Free schools,Primary,30.3,No,31.6,No
140935,Haringey,Harris Academy Tottenham,N17 9LN,534470,189834,E01002080,Free schools,All through,39.8,No,39.3,No
140936,Bromley,Harris Primary Academy Shortlands,BR2 0HG,539498,168932,E01000828,Free schools,Primary,30.0,No,30.4,No
140937,Southwark,Harris Primary Academy East Dulwich,SE22 8HA,533765,174676,E01003956,Free schools,Primary,39.3,No,38.5,No
140939,Westminster,Harris Westminster Sixth Form,SW1H 9LH,529816,179501,E01004731,Free schools 16 to 19,16 plus,55.0,Yes,53,Yes
140945,Barking and Dagenham,Elutec,RM10 7FN,550610,185363,E01000035,University technical college,Secondary,26.6,No,29,No
140952,Croydon,Harris Invictus Academy Croydon,CR0 2TB,532047,166294,E01001013,Free schools,Secondary,32.7,No,33.2,No
140957,Waltham Forest,Eden Girls' School Waltham Forest,E17 5SD,535685,190166,E01004401,Free schools,Secondary,31.4,No,33.8,No
140962,Barking and Dagenham,Goresbrook School,RM9 6XW,547875,183679,E01000095,Free schools,All through,37.2,No,35.9,No
140963,Ealing,St Mary's Church of England Primary Norwood Green,UB2 4LE,513435,178494,E01001335,Free schools,Primary,37.2,No,37.2,No
140966,Lambeth,Trinity Academy,SW2 1QS,530745,174734,E01003018,Free schools,Secondary,45.6,Yes,41.9,Yes
140967,Croydon,Paxton Academy Sports And Science,CR7 7JP,531452,167793,E01001175,Free schools,Primary,35.5,No,35.1,No
140974,Hounslow,Alexandra Primary School,TW3 4DU,513950,176295,E01002640,Community school,Primary,32.7,No,34.1,No
140985,Wandsworth,Harris Academy Battersea,SW11 5AP,527924,176527,E01004539,Academy sponsor led,Secondary,44.4,Yes,42.6,Yes
140999,Bromley,La Fontaine Academy,BR1 2SQ,541374,169020,E01000646,Free schools,Primary,29.4,No,29.9,No
141006,Redbridge,Beacon Business Innovation Hub,IG4 5LP,542242,189440,E01003681,Free schools alternative provision,Not applicable,31.3,No,33.5,No
141017,Enfield,Meridian Angel Primary School,N18 2DX,535059,192064,E01001559,Free schools,Primary,44.0,Yes,41.1,Yes
141019,Brent,Ark Elvin Academy,HA9 7DU,518587,185103,E01000636,Academy sponsor led,Secondary,36.3,No,37.2,No
141023,Merton,The Norwegian Kindergarten In London,SW20 8AH,523476,170090,E01003442,Other independent school,Not applicable,32.3,No,33,No
141027,Merton,Park Community School,SW19 3EF,525784,169236,E01003426,Free schools,Primary,40.1,Yes,38.3,No
141029,Hackney,Inspired Directions School,E8 3AZ,533762,184779,E01033700,Other independent special school,Not applicable,47.9,Yes,46,Yes
141030,Waltham Forest,Big Creative Academy,E17 6HL,535998,189554,E01004461,Free schools 16 to 19,16 plus,36.7,No,37,No
141031,Southwark,Treasure House London CIC,SE15 1JF,534648,177671,E01003988,Other independent special school,Not applicable,44.5,Yes,42.7,Yes
141035,Hillingdon,De Salis Studio College,UB4 8JP,508346,182206,E01002423,Studio schools,Secondary,30.8,No,32.3,No
141039,Tower Hamlets,"Canary Wharf College, Glenworth",E14 3EB,538579,178697,E01004218,Free schools,Primary,38.0,No,38.7,No
141047,Bexley,Brampton Primary Academy,DA7 4SL,547941,176369,E01000356,Academy converter,Primary,31.1,No,31.5,No
141054,Harrow,Heathland School,HA2 9AG,513025,186247,E01002215,Academy converter,Primary,30.2,No,31.5,No
141055,Hillingdon,Hillingdon Primary School,UB10 0PH,507561,182530,E01002410,Academy converter,Primary,34.6,No,34.5,No
141071,Harrow,Whitefriars School,HA3 5RQ,515030,190087,E01002236,Academy converter,All through,30.6,No,30.8,No
141082,Newham,Oasis Academy Silvertown,E16 2TX,540700,180318,E01033581,Free schools,Secondary,35.0,No,36.7,No
141095,Tower Hamlets,East London Arts & Music,E3 3TA,538222,182499,E01004238,Free schools 16 to 19,16 plus,44.3,Yes,43.8,Yes
141114,Bexley,Mayplace Primary School,DA7 6EQ,550631,175326,E01000328,Academy sponsor led,Primary,26.9,No,28.5,No
141116,Bromley,Bromley Trust Alternative Provision Academy,BR2 9EA,540858,168030,E01000671,Academy alternative provision sponsor led,Not applicable,33.0,No,32,No
141117,Bromley,St. Mary Cray Primary Academy,BR5 4AR,547207,167462,E01000725,Academy sponsor led,Primary,26.5,No,27.4,No
141118,Croydon,New Valley Primary School,CR8 4AZ,531520,159048,E01001070,Academy sponsor led,Primary,26.8,No,27.4,No
141119,Croydon,St Mark's Church of England Primary Academy,SE25 4JD,534245,168413,E01001145,Academy sponsor led,Primary,35.7,No,34.7,No
141120,Croydon,Beulah Infants' School,CR7 8NJ,532341,168918,E01001152,Academy sponsor led,Primary,32.9,No,33.5,No
141130,Islington,The Pears Family School,N1 9JH,530927,183137,E01002697,Free schools alternative provision,Not applicable,48.8,Yes,45.8,Yes
141133,Tower Hamlets,London Enterprise Academy,E1 1RD,534393,181349,E01004325,Free schools,Secondary,47.2,Yes,46.7,Yes
141135,Hammersmith and Fulham,The Fulham Boys School,W14 9LY,524841,178282,E01001911,Free schools,Secondary,42.2,Yes,41.6,Yes
141139,Newham,Education Links,E15 1TT,538844,185485,E01033583,Free schools alternative provision,Not applicable,36.2,No,37.7,No
141143,Merton,Harris Primary Academy Merton,CR4 1JW,529751,168655,E01003433,Academy sponsor led,Primary,34.2,No,34.2,No
141154,Brent,North West London Jewish Day School,NW6 7PP,524137,184374,E01000495,Academy converter,Primary,38.1,No,38.9,No
141158,Bromley,St Peter and St Paul Catholic Primary School,BR5 2SR,545313,169466,E01000698,Academy converter,Primary,26.6,No,27.9,No
141163,Greenwich,Woolwich Polytechnic School,SE28 8AT,546432,180397,E01033745,Academy converter,Secondary,29.7,No,31.1,No
141164,Camden,Wac Arts College,NW3 4QP,527216,185161,E01000849,Free schools alternative provision,Not applicable,46.0,Yes,44.3,Yes
141173,Havering,Rise Park Junior School,RM1 4UD,550966,190881,E01002333,Academy sponsor led,Primary,25.7,No,27.5,No
141178,Barking and Dagenham,The Warren School,RM6 6SB,548476,188616,E01000031,Academy sponsor led,Secondary,35.3,No,33.6,No
141209,Haringey,Brook House Primary School,N17 8EY,533838,191709,E01002034,Free schools,Primary,38.0,No,38.2,No
141210,Croydon,The Archbishop Lanfranc Academy,CR9 3AS,530167,167455,E01001177,Academy sponsor led,Secondary,31.5,No,32.5,No
141243,Barnet,Ambitious College,N15 4RX,533641,189244,E01002066,Special post 16 institution,Not applicable,46.8,Yes,43.4,Yes
141247,Enfield,Focus 1st Academy,N11 1BA,529291,192431,E01001534,Other independent school,Not applicable,34.9,No,35.9,No
141250,Islington,North Bridge House Senior Canonbury,N1 2NQ,531999,184503,E01002719,Other independent school,Not applicable,41.8,Yes,42.6,Yes
141255,Newham,John F Kennedy Special School,E15 4RZ,538945,183986,E01003619,Academy special converter,Not applicable,37.3,No,38.3,No
141291,Bromley,Leesons Primary School,BR5 2GA,546538,168730,E01000730,Academy converter,Primary,27.8,No,28.6,No
141296,Newham,Sheringham Primary School,E12 5PB,542881,185860,E01003581,Academy converter,Primary,38.5,No,38.4,No
141299,Havering,Rise Park Infant School,RM1 4UD,550966,190881,E01002333,Academy converter,Primary,25.7,No,27.5,No
141309,Greenwich,Stationers' Crown Woods Academy,SE9 2PT,544337,174636,E01001614,Academy converter,Secondary,31.9,No,32.7,No
141310,Camden,Elfrida Rathbone Camden - Leighton Education Project,NW5 2BP,529384,185126,E01000925,Special post 16 institution,Not applicable,39.7,No,40.8,Yes
141311,Harrow,Nisai Virtual Academy Ltd,HA1 1XB,515404,189211,E01002180,Special post 16 institution,Not applicable,30.4,No,31.4,No
141315,Greenwich,Pulse and Water College,SE18 6PF,543530,178812,E01033735,Other independent school,Not applicable,40.4,Yes,37.1,No
141352,Bromley,Trinity Church of England Primary School,BR2 8LD,542428,166644,E01000665,Academy sponsor led,Primary,26.9,No,27.8,No
141382,Hillingdon,The Young People's Academy,UB7 8AB,506128,180976,E01002552,Academy special sponsor led,Not applicable,30.5,No,31.8,No
141411,Waltham Forest,Big Creative Independent School,E17 5QJ,535841,190111,E01004401,Other independent school,Not applicable,33.9,No,35.3,No
141447,Sutton,Cuddington Croft Primary School,SM2 7NA,524146,162833,E01004112,Academy converter,Primary,27.7,No,28.8,No
141481,Bromley,St Vincent's Catholic Primary School,SE9 4JR,542165,171978,E01000782,Academy converter,Primary,31.3,No,31.7,No
141482,Bromley,St Philomena's Primary School,BR5 4DR,547305,166927,E01000726,Academy converter,Primary,26.0,No,26.8,No
141529,Bromley,St Nicholas Church of England Primary,BR7 5PQ,544251,170018,E01000696,Academy converter,Primary,30.7,No,30.8,No
141535,Bromley,St Mary's Catholic Primary School,BR3 5DE,538098,170133,E01000713,Academy converter,Primary,30.1,No,31.2,No
141549,Havering,Drapers' Maylands Primary School,RM3 9XR,555266,192587,E01002279,Free schools,Primary,22.6,No,24.9,No
141561,Hillingdon,Rosedale Primary School,UB3 2SE,508973,181384,E01002401,Academy sponsor led,Primary,29.6,No,31.6,No
141566,Bromley,St Joseph's Catholic Primary School,BR1 3JQ,540989,170054,E01000820,Academy converter,Primary,32.0,No,32.3,No
141567,Bromley,St Mark's Church of England Primary School,BR2 0QR,540034,168617,E01000829,Academy converter,Primary,30.1,No,30.3,No
141576,Hackney,Northwold Primary School,E5 8RN,534289,186613,E01001768,Academy converter,Primary,37.4,No,38.6,No
141577,Havering,Drapers' Pyrgo Priory School,RM3 9RT,555019,192476,E01002279,Academy converter,Primary,23.5,No,25.4,No
141605,Islington,The Bridge Integrated Learning Space,N1 0HY,531246,183842,E01002700,Free schools special,Not applicable,41.0,Yes,42.4,Yes
141606,Hillingdon,Pentland Field School,UB10 8TS,508280,186409,E01002537,Free schools special,Not applicable,28.3,No,30.1,No
141613,Bromley,Midfield Primary School,BR5 3EG,546304,170044,E01000735,Academy converter,Primary,26.7,No,28.2,No
141617,Hammersmith and Fulham,The Hurlingham Academy,SW6 3ED,525368,175859,E01001934,Academy sponsor led,Secondary,36.8,No,37.6,No
141651,Barking and Dagenham,Thames View Junior School,IG11 0LG,546165,183070,E01000093,Academy sponsor led,Primary,31.1,No,32,No
141666,Southwark,Angel Oak Academy,SE15 6FL,533488,177465,E01004012,Academy sponsor led,Primary,38.2,No,39.4,No
141672,Brent,St Andrew and St Francis CofE Primary School,NW2 5PE,522423,184834,E01000641,Academy sponsor led,Primary,37.1,No,37.9,No
141683,Barking and Dagenham,The Sydney Russell School,RM9 5QT,547963,185474,E01000080,Academy converter,All through,32.3,No,32.6,No
141685,Hammersmith and Fulham,Langford Primary School,SW6 2LG,525887,176415,E01001935,Academy sponsor led,Primary,38.3,No,38.9,No
141697,Bromley,Kent House Hospital School,BR5 4EP,548154,167569,E01000720,Other independent special school,Not applicable,24.8,No,26.1,No
141701,Southwark,Phoenixplace,SE5 0NA,532097,177155,E01003919,Other independent special school,Not applicable,44.1,Yes,43.3,Yes
141716,Greenwich,St Thomas More Catholic Comprehensive School,SE9 2SU,543353,174161,E01001613,Academy converter,Secondary,33.1,No,33.2,No
141718,Hillingdon,Ryefield Primary School,UB10 9DE,508478,183834,E01002454,Academy converter,Primary,27.7,No,30.1,No
141734,Waltham Forest,Lime Academy Larkswood,E4 8ET,537731,192879,E01004414,Academy converter,Primary,33.0,No,33.8,No
141737,Hackney,Hackney City Farm,E2 8QA,534200,183229,E01001774,Other independent school,Not applicable,42.8,Yes,43.7,Yes
141748,Waltham Forest,Walthamstow Primary Academy,E17 5DP,536958,190990,E01004346,Free schools,Primary,33.3,No,34.7,No
141750,Hackney,Halley House School,E8 2DJ,533743,185415,E01001745,Free schools,Primary,39.7,No,40.7,Yes
141751,Brent,Kilburn Grange School,NW6 7UJ,525130,183950,E01000548,Free schools,Primary,44.9,Yes,42.9,Yes
141764,Kingston upon Thames,Castle Hill Primary School,KT9 1JE,518673,164299,E01002939,Academy converter,Primary,29.1,No,30.1,No
141784,Bromley,Hawes Down Primary School,BR4 0BA,538909,166076,E01000838,Academy converter,Primary,27.5,No,28.6,No
141808,Wandsworth,Saint Cecilia's Church of England School,SW18 5JR,524589,173511,E01004629,Academy converter,Secondary,34.4,No,35.3,No
141859,Haringey,Footsteps Trust,N22 5QW,531640,191299,E01002102,Other independent school,Not applicable,33.5,No,35.3,No
141862,Kingston upon Thames,The Kingston Academy,KT2 5PE,518161,170781,E01003010,Free schools,Secondary,33.6,No,34.1,No
141866,Bexley,Lessness Heath Primary School,DA17 6HB,549310,178211,E01000332,Academy sponsor led,Primary,30.8,No,31.3,No
141876,Sutton,Green Wrythe Primary School,SM5 1JP,526945,167073,E01004189,Academy sponsor led,Primary,32.3,No,32.5,No
141889,Bexley,Normandy Primary School,DA7 6QP,550969,176679,E01000369,Academy sponsor led,Primary,27.1,No,28.4,No
141891,Sutton,Beddington Park Primary School,CR0 4UL,530018,165401,E01004078,Academy converter,Primary,32.0,No,32.1,No
141896,Bromley,Cudham Church of England Primary School,TN16 3AX,543297,159316,E01000748,Academy converter,Primary,24.8,No,25.2,No
141902,Hammersmith and Fulham,Greenside Primary School,W12 9PT,522430,179776,E01001858,Academy converter,Primary,38.1,No,38.7,No
141907,Bromley,Holy Innocents Catholic Primary School,BR6 9JT,545698,165100,E01000683,Academy converter,Primary,26.0,No,26.6,No
141925,Newham,St Helen's Catholic Primary School,E13 8DW,540040,182405,E01003501,Academy converter,Primary,34.3,No,36.6,No
141927,Newham,St Joachim's Catholic  Primary School,E16 3DT,541025,181159,E01003512,Academy converter,Primary,37.0,No,37.9,No
141931,Kensington and Chelsea,The Cardinal Vaughan Memorial RC School,W14 8BZ,524213,179844,E01002869,Academy converter,Secondary,43.0,Yes,42.2,Yes
141959,Kingston upon Thames,Kingston Community School,KT2 6EU,518752,170210,E01002938,Free schools,Primary,31.1,No,32.3,No
141963,Richmond upon Thames,Turing House School,TW11 0LR,515482,170955,E01003888,Free schools,Secondary,35.4,No,34,No
141976,Bexley,Burnt Oak Junior School,DA15 9DA,546116,173056,E01000460,Academy sponsor led,Primary,29.9,No,30.7,No
141989,Bromley,Bromley Beacon Academy,BR6 9BD,547509,165568,E01000786,Academy special sponsor led,Not applicable,24.5,No,25.7,No
142012,Richmond upon Thames,Deer Park School,TW9 2RE,517980,175299,E01003876,Free schools,Primary,44.1,Yes,41.7,Yes
142033,Bromley,Mead Road Infant School,BR7 6AD,544184,170942,E01000692,Academy sponsor led,Primary,28.7,No,29.6,No
142040,Croydon,Orchard Park High (Croydon),CR0 7NJ,536578,166771,E01001132,Academy sponsor led,Secondary,28.4,No,29.5,No
142050,Havering,Forest Approach Academy,RM3 9YA,555075,192641,E01002279,Academy special sponsor led,Not applicable,22.5,No,24.8,No
142090,Southwark,The Belham Primary School,SE15 4DG,533912,175881,E01004046,Free schools,Primary,36.2,No,37.2,No
142107,Hillingdon,The Skills Hub,UB7 8HJ,506465,180317,E01002548,Academy alternative provision converter,Not applicable,30.5,No,31.6,No
142110,Ealing,Ark Byron Primary Academy,W3 7JT,520665,180122,E01001244,Free schools,Primary,44.6,Yes,42,Yes
142112,Hackney,Hackney New Primary School,N1 5TR,533009,183989,E01001753,Free schools,Primary,42.2,Yes,43.4,Yes
142114,Barnet,Watling Park School,HA8 9YA,519953,191285,E01000134,Free schools,Primary,34.0,No,34.3,No
142122,Richmond upon Thames,Twickenham Primary Academy,TW2 6QF,515479,173083,E01003884,Free schools,Primary,36.3,No,35,No
142126,Hounslow,Space Studio West London,TW14 9PE,509821,173842,E01002590,Studio schools,Secondary,31.0,No,32.3,No
